,Taxa,kingdoms,phyla,classes,orders,families,genera,species,biofilm,unknown plastic,Importance,ANCOM
291,Order: S0134 terrestrial group,Bacteria,Gemmatimonadetes,S0134 terrestrial group,S0134 terrestrial group,S0134 terrestrial group,S0134 terrestrial group,S0134 terrestrial group,0.2729166666666666,0.21799999999999997,0.036433405,NS
322,Order: Gemmatimonadales,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,0.16874999999999998,0.09,0.011732915,NS
339,Class: S0134 terrestrial group,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,0.2729166666666666,0.21799999999999997,0.060446629,NS
345,Class: Gemmatimonadetes,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,0.16874999999999998,0.09,0.061295912,NS
278,Family: Gemmatimonadaceae,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadales,Gemmatimonadales,Gemmatimonadales,0.16874999999999998,0.09,0.010649531,NS
146,Species: Gemmatimonas,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas,0.16874999999999998,0.09,0.0057889890000000005,NS
341,Class: Bacilli,Bacteria,Firmicutes,Firmicutes,Firmicutes,Firmicutes,Firmicutes,Firmicutes,0.05416666666666667,0.37199999999999994,0.048552265,NS
297,Order: Bacillales,Bacteria,Firmicutes,Bacilli,Bacilli,Bacilli,Bacilli,Bacilli,0.05416666666666667,0.37199999999999994,0.025803139,NS
275,Family: Bacillaceae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales,Bacillales,Bacillales,0.05416666666666667,0.37199999999999994,0.014119868999999998,NS
40,ASV2188: Bacillus kokeshiiformis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus kokeshiiformis,0.03541666666666667,0.254,0.009828311,NS
134,Species: Bacillus kokeshiiformis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus,0.03541666666666667,0.254,0.008726527,NS
200,Genera: Bacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae,Bacillaceae,0.05416666666666667,0.37199999999999994,0.012438545,NS
346,Class: Deinococci,Bacteria,Deinococcus-Thermus,Deinococcus-Thermus,Deinococcus-Thermus,Deinococcus-Thermus,Deinococcus-Thermus,Deinococcus-Thermus,0.041666666666666664,0.162,0.015041568,NS
284,Family: Deinococcaceae,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcales,Deinococcales,Deinococcales,0.03541666666666666,0.11200000000000002,0.005489696,NS
348,Class: Melainabacteria,Bacteria,Cyanobacteria,Cyanobacteria,Cyanobacteria,Cyanobacteria,Cyanobacteria,Cyanobacteria,0.18541666666666665,0.062,0.014172125,NS
19,ASV2356: Gitt-GS-136,Bacteria,Chloroflexi,Gitt-GS-136,Gitt-GS-136,Gitt-GS-136,Gitt-GS-136,Gitt-GS-136,0.13333333333333333,0.27399999999999997,0.005449592,NS
101,Species: Gitt-GS-136,Bacteria,Chloroflexi,Gitt-GS-136,Gitt-GS-136,Gitt-GS-136,Gitt-GS-136,Gitt-GS-136,0.13749999999999998,0.324,0.009836072,NS
185,Genera: Gitt-GS-136,Bacteria,Chloroflexi,Gitt-GS-136,Gitt-GS-136,Gitt-GS-136,Gitt-GS-136,Gitt-GS-136,0.13749999999999998,0.324,0.016908943,S
239,Family: Gitt-GS-136,Bacteria,Chloroflexi,Gitt-GS-136,Gitt-GS-136,Gitt-GS-136,Gitt-GS-136,Gitt-GS-136,0.13749999999999998,0.324,0.011694153999999998,NS
314,Order: Gitt-GS-136,Bacteria,Chloroflexi,Gitt-GS-136,Gitt-GS-136,Gitt-GS-136,Gitt-GS-136,Gitt-GS-136,0.13749999999999998,0.324,0.007005409000000001,NS
232,Family: JG30-KF-CM45,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,Thermomicrobiales,Thermomicrobiales,Thermomicrobiales,0.2604166666666667,0.58,0.020113149,NS
256,Family: AKYG1722,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,Thermomicrobiales,Thermomicrobiales,Thermomicrobiales,0.07916666666666666,0.07,0.011659571,NS
33,ASV2419: JG30-KF-CM45,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,JG30-KF-CM45,0.07916666666666668,0.07800000000000001,0.007903555999999999,NS
85,Species: JG30-KF-CM45,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,JG30-KF-CM45,0.2604166666666667,0.58,0.018376879,NS
184,Genera: JG30-KF-CM45,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,JG30-KF-CM45,0.2604166666666667,0.58,0.028145963,S
111,Species: AKYG1722,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,AKYG1722,AKYG1722,AKYG1722,0.07916666666666666,0.07,0.007397774,NS
207,Genera: AKYG1722,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,AKYG1722,AKYG1722,AKYG1722,0.07916666666666666,0.07,0.012071008000000001,S
300,Order: Thermomicrobiales,Bacteria,Chloroflexi,Chloroflexia,Chloroflexia,Chloroflexia,Chloroflexia,Chloroflexia,0.34166666666666673,0.718,0.016890972,NS
334,Class: Chloroflexia,Bacteria,Chloroflexi,Chloroflexi,Chloroflexi,Chloroflexi,Chloroflexi,Chloroflexi,0.34166666666666673,0.718,0.03878532,NS
336,Class: Anaerolineae,Bacteria,Chloroflexi,Chloroflexi,Chloroflexi,Chloroflexi,Chloroflexi,Chloroflexi,0.31249999999999994,0.4020000000000001,0.04739859,NS
340,Class: Gitt-GS-136,Bacteria,Chloroflexi,Chloroflexi,Chloroflexi,Chloroflexi,Chloroflexi,Chloroflexi,0.13749999999999998,0.324,0.016028713,NS
35,ASV2360: anaerobic digester metagenome,Bacteria,Chloroflexi,Anaerolineae,SBR1031,anaerobic digester metagenome,anaerobic digester metagenome,anaerobic digester metagenome,0.31249999999999994,0.4020000000000001,0.00785261,NS
109,Species: anaerobic digester metagenome,Bacteria,Chloroflexi,Anaerolineae,SBR1031,anaerobic digester metagenome,anaerobic digester metagenome,anaerobic digester metagenome,0.31249999999999994,0.4020000000000001,0.015334448,NS
162,Genera: anaerobic digester metagenome,Bacteria,Chloroflexi,Anaerolineae,SBR1031,anaerobic digester metagenome,anaerobic digester metagenome,anaerobic digester metagenome,0.31249999999999994,0.4020000000000001,0.025408282999999997,S
249,Family: anaerobic digester metagenome,Bacteria,Chloroflexi,Anaerolineae,SBR1031,SBR1031,SBR1031,SBR1031,0.31249999999999994,0.4020000000000001,0.014290121000000001,NS
296,Order: SBR1031,Bacteria,Chloroflexi,Anaerolineae,Anaerolineae,Anaerolineae,Anaerolineae,Anaerolineae,0.31249999999999994,0.4020000000000001,0.035517667,NS
292,Order: Rhodothermales,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermia,Rhodothermia,Rhodothermia,Rhodothermia,0.22916666666666666,0.292,0.06311947700000001,NS
251,Family: Rhodothermaceae,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermales,Rhodothermales,Rhodothermales,0.22916666666666666,0.292,0.012475278999999999,NS
43,ASV2770: Rhodothermaceae,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,Rhodothermaceae,Rhodothermaceae,0.13958333333333336,0.106,0.007917235,NS
98,Species: Rhodothermaceae,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,Rhodothermaceae,Rhodothermaceae,0.1791666666666667,0.262,0.010170626,NS
163,Genera: Rhodothermaceae,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,Rhodothermaceae,Rhodothermaceae,0.1791666666666667,0.262,0.017890644,S
250,Family: Sphingobacteriaceae,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriales,Sphingobacteriales,Sphingobacteriales,1.2020833333333332,0.7319999999999999,0.028504411,NS
167,Genera: Pedobacter,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacteriaceae,Sphingobacteriaceae,0.5604166666666668,0.462,0.024965195,NS
53,ASV2056: Pedobacter sp. WF1,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter sp. WF1,0.22291666666666665,0.11800000000000002,0.01436154,NS
30,ASV2055: Pedobacter,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter,0.16666666666666666,0.16399999999999998,0.007080424,NS
66,ASV2067: Pedobacter,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter,0.1708333333333333,0.18,0.00587575,NS
138,Species: Pedobacter sp. WF1,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter,0.22291666666666665,0.11800000000000002,0.008671767,NS
142,Species: Pedobacter,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter,0.3375000000000001,0.344,0.014984015,NS
189,Genera: Chryseobacterium,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Weeksellaceae,Weeksellaceae,0.32083333333333336,0.37799999999999995,0.011059225,NS
9,ASV3019: Chryseobacterium,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium,0.21666666666666667,0.23199999999999998,0.016797726000000002,NS
116,Species: Chryseobacterium,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium,0.32083333333333336,0.37799999999999995,0.012641065,NS
246,Family: Flavobacteriaceae,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriales,Flavobacteriales,Flavobacteriales,2.1270833333333337,1.524,0.028334665,NS
264,Family: Weeksellaceae,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriales,Flavobacteriales,Flavobacteriales,0.32083333333333336,0.37799999999999995,0.012814262,NS
23,ASV3146: Gelidibacter,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gelidibacter,Gelidibacter,0.5520833333333334,0.262,0.008045188,NS
129,Species: Gelidibacter,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gelidibacter,Gelidibacter,0.5520833333333334,0.262,0.014156005,NS
60,ASV2824: Flavobacterium,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium,0.12708333333333333,0.10800000000000001,0.010001503,NS
71,ASV2869: Flavobacterium,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium,0.04583333333333334,0.092,0.006259803,NS
112,Species: Flavobacterium,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium,0.9333333333333336,0.30200000000000005,0.017055358,NS
149,Species: Flavobacterium sp. WW21,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium,0.11875000000000001,0.046,0.01097542,NS
174,Genera: Flavobacterium,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae,Flavobacteriaceae,1.0520833333333337,0.348,0.022943527999999998,NS
192,Genera: Gelidibacter,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae,Flavobacteriaceae,0.5520833333333334,0.262,0.006014504,S
58,ASV2910: Arenibacter,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Arenibacter,Arenibacter,0.14791666666666667,0.26999999999999996,0.005034761,NS
78,ASV2912: unidentified marine bacterioplankton,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aequorivita,unidentified marine bacterioplankton,0.08750000000000001,0.20800000000000005,0.005790722,NS
154,Species: unidentified marine bacterioplankton,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Aequorivita,0.08750000000000001,0.20800000000000005,0.005216793,NS
208,Genera: Persicitalea,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Spirosomaceae,Spirosomaceae,0.16458333333333333,0.402,0.007195887,S
59,ASV3566: Persicitalea,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Persicitalea,Persicitalea,0.16458333333333333,0.402,0.01094634,NS
141,Species: Persicitalea,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Persicitalea,Persicitalea,0.16458333333333333,0.402,0.007882232,NS
32,ASV2810: Ohtaekwangia,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia,Ohtaekwangia,0.19791666666666666,0.27599999999999997,0.013324378999999999,NS
132,Species: Ohtaekwangia,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia,Ohtaekwangia,0.19791666666666666,0.27599999999999997,0.012572063999999999,NS
14,ASV2797: Microscillaceae,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Microscillaceae,Microscillaceae,1.8979166666666665,1.706,0.014784263,NS
41,ASV2808: Microscillaceae,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Microscillaceae,Microscillaceae,0.4020833333333333,0.236,0.008346219,NS
83,Species: Microscillaceae,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Microscillaceae,Microscillaceae,3.4291666666666667,2.472,0.020524219,NS
156,Genera: Microscillaceae,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Microscillaceae,Microscillaceae,3.4291666666666667,2.472,0.018022291,NS
179,Genera: Ohtaekwangia,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Microscillaceae,Microscillaceae,0.27291666666666664,0.27599999999999997,0.0180133,NS
183,Genera: Chryseolinea,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Microscillaceae,Microscillaceae,0.6854166666666667,0.4060000000000001,0.020520906000000002,NS
61,ASV2796: Chryseolinea,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Chryseolinea,Chryseolinea,0.22708333333333333,0.20600000000000002,0.009103845,NS
70,ASV2807: Chryseolinea,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Chryseolinea,Chryseolinea,0.4583333333333333,0.2,0.006165512,NS
105,Species: Chryseolinea,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Chryseolinea,Chryseolinea,0.6854166666666667,0.4060000000000001,0.020756721000000002,NS
178,Genera: Adhaeribacter,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacteraceae,Hymenobacteraceae,0.11666666666666668,0.21,0.011999921,NS
12,ASV3555: Adhaeribacter,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,Adhaeribacter,0.056249999999999994,0.20800000000000002,0.010627228,NS
122,Species: Adhaeribacter,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,Adhaeribacter,0.11666666666666668,0.21,0.014252583999999999,NS
231,Family: Hymenobacteraceae,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagales,Cytophagales,Cytophagales,0.19375,0.28,0.015597328,NS
242,Family: Microscillaceae,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagales,Cytophagales,Cytophagales,4.3875,3.153999999999999,0.028394409,NS
258,Family: Cyclobacteriaceae,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagales,Cytophagales,Cytophagales,0.48750000000000004,0.4,0.011573700000000001,NS
271,Family: Spirosomaceae,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagales,Cytophagales,Cytophagales,0.16458333333333333,0.47,0.022634841,NS
147,Species: Cyclobacteriaceae,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Cyclobacteriaceae,Cyclobacteriaceae,0.03333333333333333,0.07,0.005708652,NS
34,ASV3531: Saprospiraceae,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae,Saprospiraceae,0.041666666666666664,0.8320000000000001,0.007493199,NS
136,Species: Saprospiraceae,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae,Saprospiraceae,0.20625000000000002,0.9420000000000001,0.008958669,NS
201,Genera: Membranicola,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae,Saprospiraceae,0.2020833333333333,0.446,0.014649945,S
204,Genera: Saprospiraceae,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae,Saprospiraceae,0.20625000000000002,0.9420000000000001,0.00725997,S
211,Genera: bacterium enrichment culture clone NCAAH 30N1,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae,Saprospiraceae,0.03958333333333334,0.09200000000000001,0.005939094000000001,S
26,ASV3476: Membranicola,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Membranicola,Membranicola,0.2020833333333333,0.446,0.00643688,NS
91,Species: Membranicola,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Membranicola,Membranicola,0.2020833333333333,0.446,0.008061514,NS
235,Family: Chitinophagaceae,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagales,Chitinophagales,Chitinophagales,2.1125,3.9019999999999997,0.022244233,NS
244,Family: Saprospiraceae,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagales,Chitinophagales,Chitinophagales,0.4479166666666667,1.48,0.0181393,NS
49,ASV3372: bacterium enrichment culture clone D8,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,bacterium enrichment culture clone D8,bacterium enrichment culture clone D8,0.18749999999999997,0.158,0.007791833000000001,NS
143,Species: bacterium enrichment culture clone D8,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,bacterium enrichment culture clone D8,bacterium enrichment culture clone D8,0.18749999999999997,0.158,0.0068218309999999996,NS
27,ASV3362: Terrimonas,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,Terrimonas,0.425,0.48200000000000004,0.016494222,NS
56,ASV3364: Terrimonas,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,Terrimonas,0.06666666666666667,0.10200000000000001,0.005666277,NS
93,Species: Terrimonas,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,Terrimonas,0.5625,1.1480000000000001,0.020089028000000002,NS
107,Species: Parafilimonas,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Parafilimonas,Parafilimonas,0.12083333333333335,0.032,0.005895933000000001,NS
28,ASV3373: Niastella,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,Niastella,0.10208333333333332,0.036000000000000004,0.007998104,NS
89,Species: Niastella,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,Niastella,0.10208333333333332,0.036000000000000004,0.006026804,NS
55,ASV3375: Flavitalea,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavitalea,Flavitalea,0.05625,0.124,0.009364773,NS
124,Species: Flavitalea,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavitalea,Flavitalea,0.05625,0.124,0.008352547,NS
64,ASV3368: Flaviaesturariibacter,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Flaviaesturariibacter,Flaviaesturariibacter,0.09791666666666667,0.45799999999999996,0.007416306,NS
128,Species: Flaviaesturariibacter,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Flaviaesturariibacter,Flaviaesturariibacter,0.09791666666666667,0.45799999999999996,0.009977898,NS
5,ASV3378: Chitinophagaceae,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae,Chitinophagaceae,0.19166666666666668,0.308,0.012397001999999999,NS
36,ASV3393: Chitinophagaceae,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae,Chitinophagaceae,0.32499999999999996,0.47600000000000003,0.019028856,NS
75,ASV3391: Chitinophagaceae,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae,Chitinophagaceae,0.020833333333333332,0.11,0.005819889,NS
76,ASV3392: Chitinophagaceae,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae,Chitinophagaceae,0.08750000000000001,0.212,0.00576234,NS
95,Species: Chitinophagaceae,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae,Chitinophagaceae,0.7583333333333334,1.214,0.022894201,NS
165,Genera: Terrimonas,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae,Chitinophagaceae,0.5625,1.1480000000000001,0.014556049,NS
166,Genera: Chitinophagaceae,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae,Chitinophagaceae,0.7583333333333334,1.214,0.019756373,NS
171,Genera: Niastella,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae,Chitinophagaceae,0.10208333333333332,0.036000000000000004,0.005317657,S
212,Genera: Flavitalea,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae,Chitinophagaceae,0.05625,0.124,0.016003231,S
213,Genera: bacterium enrichment culture clone D8,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae,Chitinophagaceae,0.18749999999999997,0.158,0.01238597,NS
222,Genera: Arachidicoccus,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae,Chitinophagaceae,0.19791666666666666,0.358,0.00574277,S
39,ASV3400: Arachidicoccus,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Arachidicoccus,Arachidicoccus,0.19791666666666666,0.358,0.0062823290000000006,NS
152,Species: Arachidicoccus,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Arachidicoccus,Arachidicoccus,0.19791666666666666,0.358,0.005009566,NS
289,Order: Chitinophagales,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia,Bacteroidia,Bacteroidia,Bacteroidia,2.5604166666666663,5.382000000000001,0.035693195,NS
301,Order: Cytophagales,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia,Bacteroidia,Bacteroidia,Bacteroidia,5.483333333333333,4.538,0.03247435,NS
304,Order: Flavobacteriales,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia,Bacteroidia,Bacteroidia,Bacteroidia,2.4895833333333335,2.4859999999999998,0.034186583,NS
307,Order: Sphingobacteriales,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia,Bacteroidia,Bacteroidia,Bacteroidia,1.2020833333333332,0.7319999999999999,0.039087289,NS
335,Class: Bacteroidia,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,11.735416666666671,13.138,0.09403782699999999,NS
337,Class: Rhodothermia,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,0.22916666666666666,0.292,0.054515245999999996,NS
349,Phylum: Proteobacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,14.650000000000004,12.235999999999997,0.146410391,NS
350,Phylum: Gemmatimonadetes,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,0.44166666666666665,0.30799999999999994,0.153432931,NS
351,Phylum: Bacteroidetes,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,11.989583333333336,13.473999999999998,0.13227857099999998,NS
352,Phylum: Actinobacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,6.706250000000001,9.927999999999999,0.16994735800000002,NS
353,Phylum: Chloroflexi,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,0.7916666666666666,1.444,0.193410279,NS
354,Phylum: Acidobacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,0.5354166666666667,0.7480000000000001,0.08477672,NS
355,Phylum: Firmicutes,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,0.05416666666666667,0.37199999999999994,0.045162867999999995,NS
356,Phylum: Deinococcus-Thermus,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,0.041666666666666664,0.162,0.029301037999999998,NS
357,Phylum: Patescibacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,0.12708333333333335,0.094,0.011980817,NS
358,Phylum: Cyanobacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,0.18541666666666665,0.062,0.032178555,NS
302,Order: Gaiellales,Bacteria,Actinobacteria,Thermoleophilia,Thermoleophilia,Thermoleophilia,Thermoleophilia,Thermoleophilia,0.13749999999999998,0.05999999999999999,0.013105312,NS
62,ASV1641: Gaiellales,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellales,Gaiellales,Gaiellales,0.05416666666666667,0.018,0.012729529,NS
227,Genera: Gaiellales,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellales,Gaiellales,Gaiellales,0.05416666666666667,0.018,0.005796376,S
229,Family: Gaiellaceae,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellales,Gaiellales,Gaiellales,0.08333333333333333,0.042,0.030405099999999997,NS
277,Family: Gaiellales,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellales,Gaiellales,Gaiellales,0.05416666666666667,0.018,0.006795125,NS
176,Genera: Gaiella,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiellaceae,Gaiellaceae,0.08333333333333333,0.042,0.031021643999999998,S
3,ASV1642: Gaiella,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Gaiella,0.08333333333333333,0.042,0.015330153000000001,NS
87,Species: Gaiella,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Gaiella,0.08333333333333333,0.042,0.016725114,NS
